,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,AvgScore,Total Avg Adj,Total Avg Adj old,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region (HRR) Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
132761,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,96,34415.40625,11550.97917,9539.5
132762,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,112,21336.55357,7182.758929,5680.508929
132763,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WO CCMCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,56,20511.41071,5542.089286,3854.464286
132764,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,069 - TRANSIENT ISCHEMIA,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,40,18894.2,5163.325,3654.575
132765,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,070 - NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,28,30963.64286,12521.96429,9098.714286
132766,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,071 - NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,27,21188.48148,6779.259259,5198.407407
132767,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,073 - CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,21,18184,8845.809524,7614.095238
132768,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,074 - CRANIAL & PERIPHERAL NERVE DISORDERS WO MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,28,16697.67857,6862.535714,4793.035714
132769,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,087 - TRAUMATIC STUPOR & COMA COMA 1 HR WO CCMCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,11,10873.45455,5193.636364,3476.363636
132770,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,091 - OTHER DISORDERS OF NERVOUS SYSTEM W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,29,20708.2069,10073.65517,8633.068966
132771,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,092 - OTHER DISORDERS OF NERVOUS SYSTEM W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,34,17766.58824,6288.823529,4542.147059
132772,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,093 - OTHER DISORDERS OF NERVOUS SYSTEM WO CCMCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,15,15774.86667,4852.466667,3404.266667
132773,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,100 - SEIZURES W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,20,19750.3,10081,8562.65
132774,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,101 - SEIZURES WO MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,56,18237.875,5764.517857,3927.660714
132775,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,103 - HEADACHES WO MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,21,16616.71429,5308.52381,3323
132776,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,149 - DYSEQUILIBRIUM,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,18,18256.16667,4700.111111,3102.111111
132777,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,163 - MAJOR CHEST PROCEDURES W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,20,120791.95,37016.35,30979.55
132778,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,164 - MAJOR CHEST PROCEDURES W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,15,80276.8,20011.66667,14444.6
132779,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,165 - MAJOR CHEST PROCEDURES WO CCMCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,11,63910.90909,11914.18182,10222.54545
132780,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,26,66252.92308,23372.38462,20837.92308
132781,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,175 - PULMONARY EMBOLISM W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,29,25584.31034,10049.96552,8538.413793
132782,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,176 - PULMONARY EMBOLISM WO MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,52,19865.09615,6857.25,5240.461538
132783,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,143,27062.3007,12644.27972,10670.23077
132784,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,57,17836.80702,9005.964912,7379.070175
132785,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,179 - RESPIRATORY INFECTIONS & INFLAMMATIONS WO CCMCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,14,13333.21429,6861.214286,5252.357143
132786,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,180 - RESPIRATORY NEOPLASMS W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,21,42356.57143,11684.38095,9700.809524
132787,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,181 - RESPIRATORY NEOPLASMS W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,13,40135,9008.615385,7406.923077
132788,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,186 - PLEURAL EFFUSION W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,17,28467.47059,10623.05882,7971
132789,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,189 - PULMONARY EDEMA & RESPIRATORY FAILURE,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,115,23560.84348,8845.086957,6770.191304
132790,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,163,20879.66871,8221,6364.177914
132791,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,112,16237.29464,6534.821429,4981.026786
132792,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE WO CCMCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,51,13930.7451,5439.196078,3505
132793,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,193 - SIMPLE PNEUMONIA & PLEURISY W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,115,24968.25217,10018.63478,7910.46087
132794,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,194 - SIMPLE PNEUMONIA & PLEURISY W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,93,19831.1828,7145.27957,5354.053763
132795,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,195 - SIMPLE PNEUMONIA & PLEURISY WO CCMCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,35,12686.54286,5191.4,3438.514286
132796,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,196 - INTERSTITIAL LUNG DISEASE W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,12,31879.25,11780.91667,9545.833333
132797,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,200 - PNEUMOTHORAX W CC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,16,18489.375,6859.8125,5129.5
132798,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,202 - BRONCHITIS & ASTHMA W CCMCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,13,16923,6354.076923,4750.769231
132799,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,203 - BRONCHITIS & ASTHMA WO CCMCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,17,11785.88235,4758.529412,3506.823529
132800,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,204 - RESPIRATORY SIGNS & SYMPTOMS,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,15,16274.06667,5200,3625.466667
132801,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,24,105088,36192.54167,29834.375
132802,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96 HOURS,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,73,41167.36986,15832.31507,12915.68493
132803,340001,CAROLINAS HEALTHCARE SYSTEM NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,CABARRUS,7047833000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,1,,3,,3,,2,,3,,2,,3,,2.5,4.2,3,219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC WO CARD CATH W MCC,340001,CAROLINAS MEDICAL CENTER-NORTHEAST,920 CHURCH ST N,CONCORD,NC,28025,NC - Charlotte,13,198917.6923,55780.92308,53191.07692
